Ad set ID;Age;Gender;reach;impressions;frequency;Currency;cpm;cpc;ctr;amount spent (EUR);purchases;Reporting starts;Reporting ends
23853226143230129;35-44;male;5088;7465;1.467138365;EUR;7.524433696;1.003007008;1.17457936;70.21049084;0;2023-01-01;2023-04-30
23853366873030129;25-34;male;4710;6346;1.347316576;EUR;8.839143552;0.960560624;1.189965968;70.1209258;1;2023-01-01;2023-04-30
23853785344220129;45-54;male;795;990;1.244466801;EUR;56.67906225;2.596740744;2.134195632;70.112;0;2023-01-01;2023-04-30
23853924587120129;25-34;female;2029;2361;1.163643533;EUR;23.75601491;3.689684208;0.596408;70.104;0;2023-01-01;2023-04-30
23854603013910129;25-34;male;5027;5083;1.011139402;EUR;11.02297765;1.628837208;0.667296192;70.04;0;2023-01-01;2023-04-30
23853005738510221;25-34;male;1842;2435;1.32232841;EUR;22.95137976;2.68707692;1.235216816;69.864;0;2023-01-01;2023-04-30
23854101086880129;65;female;768;1178;1.534375;EUR;47.27223354;1.61934884;3.421588592;69.632;0;2023-01-01;2023-04-30
23853785344220129;25-34;female;869;1055;1.214548803;EUR;52.6277483;2.892333336;2.12282032;69.416;1;2023-01-01;2023-04-30
23854337515530129;55-64;female;845;1316;1.557765152;EUR;42.13009118;1.980114288;2.528875376;69.304;2;2023-01-01;2023-04-30
23853163592690129;25-34;male;4061;4242;1.044720252;EUR;13.06279465;2.388689656;0.543088816;69.272;0;2023-01-01;2023-04-30
23853287544350129;35-44;male;6150;7711;1.253772112;EUR;7.183317768;0.84439024;1.352837432;69.24;0;2023-01-01;2023-04-30
23853647269360129;18-24;male;2464;3458;1.403571429;EUR;16.00185057;2.385379312;0.70321536;69.176;1;2023-01-01;2023-04-30
23853701954200129;35-44;male;1878;2270;1.208262351;EUR;24.3835037;1.537244448;1.832922104;69.176;1;2023-01-01;2023-04-30
23853163957520129;45-54;female;1446;1988;1.374446903;EUR;27.8184778;1.686071152;1.835010064;69.12891734;1;2023-01-01;2023-04-30
23854339242990129;45-54;male;1598;2045;1.279279279;EUR;27.04538341;1.502782608;2.097026608;69.128;0;2023-01-01;2023-04-30
23852715838060129;35-44;male;1466;1470;1.002729258;EUR;37.59608057;1.644380952;2.090364728;69.064;1;2023-01-01;2023-04-30
23853109925400125;55-64;female;922;1701;1.845486111;EUR;32.48553158;1.19076276;2.48353716;69.06424015;4;2023-01-01;2023-04-30
23852441168460784;35-44;female;2016;2831;1.404365079;EUR;19.48604735;5.304701664;0.926815488;68.96112159;1;2023-01-01;2023-04-30
23854146013910129;35-44;female;1114;1220;1.095545977;EUR;45.10566435;2.456647792;2.150819672;68.78613814;2;2023-01-01;2023-04-30
23853701855970129;55-64;male;1062;1251;1.177710843;EUR;43.93861893;1.808421056;2.506393864;68.72;2;2023-01-01;2023-04-30
23854312032910129;25-34;female;2931;3774;1.287663755;EUR;14.55192878;1.34619608;1.20389996;68.656;2;2023-01-01;2023-04-30
23853882046140129;65;male;1434;1754;1.223214286;EUR;31.29562044;1.429166664;2.153284672;68.6;1;2023-01-01;2023-04-30
23853269661700129;25-34;male;2797;2951;1.05520595;EUR;18.57847655;1.48991304;1.214421256;68.536;2;2023-01-01;2023-04-30
23853778615210129;45-54;male;1920;2153;1.12125;EUR;25.41211446;1.424666664;1.78372352;68.384;2;2023-01-01;2023-04-30
23853659032320129;65;female;576;838;1.455555556;EUR;65.1832061;2.530074072;3.206106872;68.312;0;2023-01-01;2023-04-30
23854486907930129;45-54;male;1514;1814;1.19820296;EUR;30.12589186;1.453093552;2.187913544;68.29539685;1;2023-01-01;2023-04-30
23853374669980129;35-44;female;909;1258;1.384683099;EUR;43.3871583;2.353379312;1.780038144;68.248;1;2023-01-01;2023-04-30
23852846295680125;35-44;female;1964;2069;1.053360489;EUR;26.3667524;1.363688432;1.763341064;68.1844217;0;2023-01-01;2023-04-30
23853135377070129;45-54;female;2227;2825;1.268318966;EUR;19.31011045;1.482260872;1.472670632;68.184;0;2023-01-01;2023-04-30
23854024359750129;45-54;male;899;1402;1.559608541;EUR;38.88191671;1.747692304;2.464346832;68.16;2;2023-01-01;2023-04-30
23854082368240129;18-24;female;1747;2107;1.206043956;EUR;25.83447229;3.093090912;0.82004556;68.048;0;2023-01-01;2023-04-30
23854191262820129;55-64;female;1043;1209;1.158742331;EUR;44.96624752;1.941257144;2.382528128;67.944;2;2023-01-01;2023-04-30
23853366823970129;35-44;male;1808;2210;1.222566372;EUR;24.58197611;1.54363636;1.505609848;67.92;0;2023-01-01;2023-04-30
23854100652350129;35-44;male;2243;2303;1.026747504;EUR;23.56651615;2.339586208;0.916985064;67.848;1;2023-01-01;2023-04-30
23853340764030129;25-34;female;16512;27284;1.652374031;EUR;1.988212872;0.30544144;0.891364904;67.808;2;2023-01-01;2023-04-30
23853226142540129;35-44;female;1501;1599;1.065565032;EUR;33.91695848;1.47391304;2.08104052;67.8;2;2023-01-01;2023-04-30
23854394478030129;35-44;female;1427;1823;1.277466368;EUR;29.7498903;3.39;0.877577888;67.8;2;2023-01-01;2023-04-30
23854024359750129;18-24;male;1366;2121;1.552107728;EUR;25.57223689;2.824666664;0.965673328;67.792;2;2023-01-01;2023-04-30
23853144398690125;25-34;male;3651;3853;1.055214724;EUR;14.07475083;1.783789472;1.046511624;67.784;1;2023-01-01;2023-04-30
23853163957550129;45-54;female;1997;2078;1.040464744;EUR;26.06083943;1.471304344;2.187139008;67.68;1;2023-01-01;2023-04-30
23854065435350129;55-64;male;1382;1711;1.237847222;EUR;31.61582394;1.352524952;2.431042544;67.62624742;0;2023-01-01;2023-04-30
23853618784750129;45-54;female;1030;1720;1.669254658;EUR;31.42509952;1.732409336;2.493023256;67.56396398;2;2023-01-01;2023-04-30
23853245902320129;45-54;female;1302;1477;1.133906634;EUR;36.52871073;1.204142856;2.816901408;67.432;5;2023-01-01;2023-04-30
23853288433960129;45-54;female;1626;2016;1.24015748;EUR;26.62222222;1.176982456;2.349206352;67.088;2;2023-01-01;2023-04-30
23854549057320129;65;male;621;929;1.496134021;EUR;57.73607271;2.094736888;3.65202412;67.03158042;2;2023-01-01;2023-04-30
23853226661590129;25-34;male;2611;3104;1.18872549;EUR;17.25672886;1.673902696;1.113402064;66.95610799;0;2023-01-01;2023-04-30
23853225460530129;45-54;male;1655;1986;1.19961334;EUR;26.9858793;1.81024196;1.869460112;66.97895243;2;2023-01-01;2023-04-30
23853277965310129;45-54;female;1766;2576;1.458333333;EUR;20.78279669;1.262652928;1.590062112;66.92060534;2;2023-01-01;2023-04-30
23853303831220129;18-24;male;4538;4591;1.011812412;EUR;11.6382645;1.192714288;0.850322352;66.792;0;2023-01-01;2023-04-30
23853053152330221;45-54;female;896;1041;1.161607143;EUR;51.30822444;2.02278788;2.090699464;66.752;1;2023-01-01;2023-04-30
23853287608760129;35-44;male;3155;3703;1.173681542;EUR;14.41866494;1.170947368;1.79736444;66.744;1;2023-01-01;2023-04-30
23853527345170129;35-44;male;2612;3610;1.381929556;EUR;14.78079206;1.667273344;0.921985816;66.69093378;1;2023-01-01;2023-04-30
23853225460530129;35-44;male;2590;2990;1.154416306;EUR;17.72565286;1.472410896;1.326912784;66.25849042;2;2023-01-01;2023-04-30
23853295481680129;35-44;female;1267;1505;1.1875;EUR;35.15576821;2.0665;2.041467304;66.128;2;2023-01-01;2023-04-30
23854571446890129;35-44;male;2454;3126;1.273794003;EUR;16.91504606;2.542461536;1.003070624;66.104;1;2023-01-01;2023-04-30
23854024359750129;25-34;female;854;1425;1.667602996;EUR;37.0443571;2.356285712;1.527231896;65.976;2;2023-01-01;2023-04-30
23854320839540129;55-64;male;606;816;1.347424042;EUR;64.6745098;3.880470592;2.039215688;65.968;0;2023-01-01;2023-04-30
23854278945500129;18-24;male;2560;3306;1.2915625;EUR;15.95194714;2.060293672;0.812968784;65.92939755;1;2023-01-01;2023-04-30
23853618784750129;25-34;female;1376;2315;1.68255814;EUR;22.77949818;1.49826972;1.962681408;65.92386775;2;2023-01-01;2023-04-30
23854571446890129;45-54;male;1866;2490;1.33490566;EUR;21.17571474;1.498181816;1.850305168;65.92;2;2023-01-01;2023-04-30
23852981965270221;35-44;male;1690;2230;1.320075758;EUR;23.60401722;1.31616;1.865136296;65.808;1;2023-01-01;2023-04-30
23853287608650129;55-64;male;1888;2351;1.245338983;EUR;22.38312351;1.495090912;2.014290576;65.784;2;2023-01-01;2023-04-30
23853226142360129;45-54;female;1094;1366;1.248538012;EUR;38.51053864;1.342367344;2.810304448;65.776;3;2023-01-01;2023-04-30
23854391533470129;65;male;1158;1822;1.572513812;EUR;28.79227053;0.950144928;3.197189288;65.56;0;2023-01-01;2023-04-30
23853288433960129;55-64;male;1478;1832;1.239177489;EUR;28.53449782;0.947014496;2.969432312;65.344;5;2023-01-01;2023-04-30
23852032978810261;65;female;1216;1726;1.419078947;EUR;30.2615557;1.592053064;2.67037552;65.27417565;1;2023-01-01;2023-04-30
23853310479730129;45-54;male;1517;1765;1.16350211;EUR;29.58839529;1.359833336;2.53853128;65.272;0;2023-01-01;2023-04-30
23853226142590129;55-64;female;1728;2171;1.256481481;EUR;24.00294768;1.085733336;2.770817984;65.144;2;2023-01-01;2023-04-30
23853570859430129;45-54;female;967;1028;1.062861869;EUR;50.7673191;1.918706032;2.428015568;65.23600505;2;2023-01-01;2023-04-30
23853333131590129;55-64;male;454;2946;6.48415493;EUR;17.65580543;0.956269576;2.193863696;65.02633139;2;2023-01-01;2023-04-30
23854605769460129;35-44;male;2515;3121;1.240776081;EUR;16.6603435;1.547428568;1.271468856;64.992;1;2023-01-01;2023-04-30
23853251922860129;25-34;female;1514;1931;1.27589852;EUR;26.91300746;1.51088372;1.92212096;64.968;1;2023-01-01;2023-04-30
23854363307560129;45-54;male;1019;1306;1.28100471;EUR;39.67647059;2.0235;1.960784312;64.752;2;2023-01-01;2023-04-30
23853333131860129;25-34;male;1566;5012;3.199693565;EUR;10.32913009;0.911436616;1.289704712;64.712;2;2023-01-01;2023-04-30
23853053152330221;25-34;female;1299;1526;1.174261084;EUR;33.91295228;2.93963636;1.510225488;64.672;2;2023-01-01;2023-04-30
23853246001410129;65;male;1050;1387;1.321646341;EUR;37.29181084;1.096;3.183391;64.664;3;2023-01-01;2023-04-30
23853226142360129;25-34;female;1882;1995;1.06037415;EUR;25.8797113;1.744432432;1.411387328;64.544;1;2023-01-01;2023-04-30
23853647269360129;55-64;female;800;960;1.2;EUR;53.74666666;2.303428568;2.533333336;64.496;0;2023-01-01;2023-04-30
23853310479730129;35-44;male;2403;2450;1.01930759;EUR;21.04245591;1.150571432;2.455911168;64.432;2;2023-01-01;2023-04-30
23853374521940129;55-64;female;518;591;1.140432099;EUR;87.18809202;2.478153848;3.355886336;64.432;1;2023-01-01;2023-04-30
23854175826740129;55-64;female;1050;1650;1.571646341;EUR;31.23940707;1.571113592;2.56062076;64.41565738;1;2023-01-01;2023-04-30
23852846295660125;55-64;male;1312;1758;1.340243902;EUR;29.27258477;1.23732964;2.438580528;64.34114133;1;2023-01-01;2023-04-30
23853226662110129;45-54;female;1818;1890;1.039612676;EUR;27.23829486;0.893567392;2.67569856;64.33685245;2;2023-01-01;2023-04-30
23853146881810129;65;male;1126;1373;1.21875;EUR;37.48921002;1.090364144;3.4032634;64.33148439;1;2023-01-01;2023-04-30
23853701954200129;45-54;female;1280;1574;1.229375;EUR;32.68327402;2.073806448;2.033553632;64.288;2;2023-01-01;2023-04-30
23853112253560129;25-34;female;5688;5688;1;EUR;9.029535864;1.31020408;0.596343176;64.2;2;2023-01-01;2023-04-30
23853163592690129;35-44;female;2064;2325;1.126356589;EUR;22.08121129;1.944484848;1.211286992;64.168;1;2023-01-01;2023-04-30
23854146013910129;45-54;male;1248;1278;1.024358974;EUR;40.14642938;2.29121408;1.902377976;64.15399416;0;2023-01-01;2023-04-30
23853240668460129;45-54;male;11981;12086;1.008814103;EUR;4.240402432;0.283469024;1.985702936;64.064;1;2023-01-01;2023-04-30
23853245902360129;25-34;male;5587;6095;1.090922108;EUR;8.393752464;0.864216216;1.176007352;63.952;2;2023-01-01;2023-04-30
23854513768150129;25-34;female;1552;1705;1.098453608;EUR;30.00281558;2.283428568;1.276396056;63.936;2;2023-01-01;2023-04-30
23853163592690129;25-34;female;2993;2993;1;EUR;17.04143277;2.125066664;0.769847632;63.752;0;2023-01-01;2023-04-30
23853955943450129;25-34;female;1946;2175;1.118009868;EUR;23.4439132;1.821257144;1.412283928;63.744;2;2023-01-01;2023-04-30
23853687401420129;55-64;male;646;1038;1.606435644;EUR;48.89368259;1.24439216;3.882896768;63.464;2;2023-01-01;2023-04-30
23852763851780129;35-44;male;1315;1399;1.063868613;EUR;36.24013722;1.408533336;2.241280728;63.384;1;2023-01-01;2023-04-30
23854191262820129;55-64;male;1286;1674;1.300995025;EUR;30.29827916;1.131857144;2.676864248;63.384;0;2023-01-01;2023-04-30
23854065435350129;55-64;female;960;960;1;EUR;52.73508588;1.808060088;2.8;63.28210306;0;2023-01-01;2023-04-30
23854363307560129;45-54;female;853;1082;1.269230769;EUR;46.6518847;1.803428568;3.074648928;63.12;2;2023-01-01;2023-04-30
23852981965270221;25-34;male;2029;2581;1.272082019;EUR;19.55114693;1.538341464;1.487910728;63.072;1;2023-01-01;2023-04-30
23853374167800129;35-44;female;1414;1506;1.065045249;EUR;33.50110714;1.146956088;2.889006904;63.08258475;2;2023-01-01;2023-04-30
23853527345170129;45-54;male;1690;2613;1.545669664;EUR;19.29989488;2.101115224;0.857317816;63.03345666;1;2023-01-01;2023-04-30
23853968546890129;35-44;female;1030;1292;1.253881988;EUR;38.96965944;2.170206896;1.63467492;62.936;2;2023-01-01;2023-04-30
23853701855970129;35-44;male;1869;2164;1.157962329;EUR;23.21626618;1.794285712;1.419593344;62.8;0;2023-01-01;2023-04-30
23853226142360129;25-34;male;2637;2777;1.05309466;EUR;18.08815903;1.308;1.382886776;62.784;0;2023-01-01;2023-04-30
23853130348290129;45-54;female;2400;2631;1.096333333;EUR;19.05016722;1.160296296;1.751292184;62.656;0;2023-01-01;2023-04-30
23853527345170129;25-34;male;3003;4366;1.453649441;EUR;11.48200563;2.72423064;0.425142016;62.65730475;2;2023-01-01;2023-04-30
23853741619790129;65;female;870;1289;1.480698529;EUR;38.80819367;1.689729728;2.929857232;62.52;0;2023-01-01;2023-04-30
23853287544360129;45-54;male;3501;5064;1.446526508;EUR;9.874249608;1.059389832;1.478672984;62.504;0;2023-01-01;2023-04-30
23853570832530129;45-54;male;1518;1958;1.290458619;EUR;25.54044374;2.155965736;1.2745098;62.52300626;1;2023-01-01;2023-04-30
23853058553330125;25-34;female;1875;2457;1.310153584;EUR;20.33474438;1.9515;1.458808208;62.448;1;2023-01-01;2023-04-30
23853295481680129;18-24;female;1392;1746;1.254597701;EUR;28.60650481;2.230285712;1.099404488;62.448;2;2023-01-01;2023-04-30
23853753940300129;55-64;female;1030;1282;1.244565217;EUR;38.87710542;2.225714288;2.245789144;62.32;1;2023-01-01;2023-04-30
23853163957530129;25-34;male;2368;2878;1.215202703;EUR;17.27661941;1.775542856;0.978593272;62.144;2;2023-01-01;2023-04-30
23853366823970129;45-54;female;803;1017;1.265936255;EUR;48.86860739;1.941;2.202989768;62.112;1;2023-01-01;2023-04-30
23853005738510221;25-34;female;1747;2232;1.277472527;EUR;22.23655914;2.00129032;1.261648744;62.04;2;2023-01-01;2023-04-30
23853701954200129;55-64;male;1107;1275;1.151734104;EUR;38.90589711;1.378133336;3.312421584;62.016;0;2023-01-01;2023-04-30
23853225460530129;45-54;female;1230;1531;1.245283019;EUR;32.38440392;1.408721568;2.340647856;61.9837491;0;2023-01-01;2023-04-30
23852753349360129;35-44;female;1338;1870;1.398325359;EUR;26.46751522;2.062701688;1.676646704;61.88105058;0;2023-01-01;2023-04-30
23853366823970129;45-54;male;1171;1479;1.262978142;EUR;33.43645214;1.50790244;2.076798272;61.824;0;2023-01-01;2023-04-30
23853277965310129;55-64;male;1837;2558;1.392421603;EUR;19.31828547;0.93576604;2.076947136;61.76055866;0;2023-01-01;2023-04-30
23853340763870129;25-34;male;19290;25168;1.304744526;EUR;1.962682968;0.176922656;1.586776856;61.74600624;1;2023-01-01;2023-04-30
23853971029810129;35-44;female;1158;1386;1.196132597;EUR;35.61662818;2.284740744;1.616628176;61.688;0;2023-01-01;2023-04-30
23854486907950129;35-44;female;867;976;1.125461255;EUR;50.44590164;2.675826088;2.163934424;61.544;0;2023-01-01;2023-04-30
23853785344220129;55-64;male;446;650;1.455197133;EUR;75.6453202;1.9195;3.743842368;61.424;1;2023-01-01;2023-04-30
23854026158850129;25-34;female;1347;1522;1.130047506;EUR;32.16815554;3.0608;1.303205464;61.216;2;2023-01-01;2023-04-30
23854026158850129;45-54;female;877;1055;1.203467153;EUR;46.40485216;1.85478788;2.971948448;61.208;2;2023-01-01;2023-04-30
23854245372290129;25-34;male;1578;1610;1.020273695;EUR;30.3785395;2.548;1.231992048;61.152;1;2023-01-01;2023-04-30
23853130348290129;35-44;male;5088;5458;1.072798742;EUR;8.9602814;0.815146664;1.020079144;61.136;1;2023-01-01;2023-04-30
23853971016400129;18-24;male;1808;1884;1.042035398;EUR;25.93918798;2.262473616;1.087048832;61.08678769;0;2023-01-01;2023-04-30
23853252753800129;65;male;1933;2438;1.261175497;EUR;20.03630809;0.530875048;3.413193304;61.05063074;0;2023-01-01;2023-04-30
23853855950630129;65;male;1587;1993;1.255544355;EUR;24.48825316;1.386369056;1.702127656;61.00023862;2;2023-01-01;2023-04-30
23853288315070129;55-64;male;1562;1934;1.238729508;EUR;25.15136477;1.293957448;1.88585608;60.816;2;2023-01-01;2023-04-30
23852763851780129;25-34;male;1574;1636;1.039126016;EUR;29.59022005;1.680888888;1.525672368;60.512;1;2023-01-01;2023-04-30
23853374669980129;55-64;male;555;919;1.655619597;EUR;52.62315057;1.406139536;3.272410792;60.464;2;2023-01-01;2023-04-30
23853017842190221;25-34;female;1558;1833;1.176078029;EUR;26.34657355;2.4144;1.152335224;60.36;0;2023-01-01;2023-04-30
23853570859430129;45-54;male;1060;1152;1.086792453;EUR;41.94248657;1.09813056;3.333333336;60.39718066;0;2023-01-01;2023-04-30
23854363307560129;35-44;male;1112;1394;1.25323741;EUR;34.56257176;1.720228568;2.2043628;60.208;1;2023-01-01;2023-04-30
23853201166000129;55-64;male;1310;1310;1;EUR;36.70882078;1.002150808;4.004884008;60.12904845;0;2023-01-01;2023-04-30
23853570832530129;55-64;female;1102;1370;1.243282498;EUR;35.01979939;2.067375744;1.72897196;59.95389655;0;2023-01-01;2023-04-30
23853020226490221;25-34;male;1886;2185;1.158184902;EUR;21.93189308;1.222367344;1.816184544;59.896;1;2023-01-01;2023-04-30
23853269687400129;25-34;male;3194;3687;1.154559118;EUR;12.98676502;1.19712;1.128227384;59.856;0;2023-01-01;2023-04-30
23853484178250129;25-34;male;1062;2287;2.152861446;EUR;20.92985769;1.869951976;1.091290664;59.83846314;0;2023-01-01;2023-04-30
23853310595410129;35-44;female;1219;1273;1.043963255;EUR;37.58642363;1.616216216;1.9610308;59.8;1;2023-01-01;2023-04-30
23853340764030129;35-44;female;11059;19085;1.725694444;EUR;2.506706912;0.313089008;1.294433264;59.8;2;2023-01-01;2023-04-30
23854026158850129;45-54;male;989;1246;1.260517799;EUR;38.36713735;1.707885712;2.413350448;59.776;2;2023-01-01;2023-04-30
23853366873030129;25-34;female;3322;4176;1.257225434;EUR;11.40091681;1.859774552;1.348659;59.51278574;2;2023-01-01;2023-04-30
23853924587120129;25-34;male;2595;2766;1.065967941;EUR;17.156738;2.9664;0.55523424;59.328;1;2023-01-01;2023-04-30
23854363307560129;55-64;male;770;914;1.188149688;EUR;51.87751531;1.4824;3.569553808;59.296;1;2023-01-01;2023-04-30
23853226142540129;35-44;male;1477;1477;1;EUR;32.08667389;1.346181816;2.470205848;59.232;1;2023-01-01;2023-04-30
23854278945500129;65;male;973;1504;1.546052632;EUR;31.49428462;0.954987984;3.531914896;59.2092551;0;2023-01-01;2023-04-30
23853701855970129;45-54;female;949;1148;1.20994941;EUR;41.19860627;1.970666664;3.177700352;59.12;0;2023-01-01;2023-04-30
23853969600870129;25-34;female;2150;2226;1.034970238;EUR;21.2015695;3.686422896;0.891445;58.98276634;1;2023-01-01;2023-04-30
23853303831120129;55-64;male;1626;1986;1.221456693;EUR;23.75825947;0.966688528;2.352941176;58.968;3;2023-01-01;2023-04-30
23853701954200129;25-34;male;2048;2350;1.147265625;EUR;20.07763023;1.340181816;1.661559416;58.968;1;2023-01-01;2023-04-30
23854012916660129;65;female;614;1759;2.86328125;EUR;26.81612678;1.310414728;2.146430192;58.9686628;1;2023-01-01;2023-04-30
23854341622250129;35-44;male;1718;1845;1.073556797;EUR;25.547268;1.510564104;1.56114484;58.912;1;2023-01-01;2023-04-30
23854312032910129;25-34;male;3469;4730;1.363468635;EUR;9.960757784;1.111094336;1.055480376;58.888;1;2023-01-01;2023-04-30
23853005738510221;35-44;female;1298;1788;1.377928483;EUR;26.31946309;1.897548384;1.825503352;58.824;2;2023-01-01;2023-04-30
23853245902380129;35-44;female;3686;4724;1.281467014;EUR;9.960372568;1.225333336;1.652836576;58.816;0;2023-01-01;2023-04-30
23853373990110129;55-64;female;864;1048;1.212962963;EUR;44.8610687;1.506871792;3.114503816;58.768;1;2023-01-01;2023-04-30
23853226142430129;35-44;male;1635;1762;1.07778865;EUR;26.66182478;1.151686272;2.069904672;58.736;2;2023-01-01;2023-04-30
23854405947010129;65;male;1946;2484;1.276726974;EUR;18.89333071;1.275299824;1.623188408;58.66379186;0;2023-01-01;2023-04-30
23854339243060129;55-64;male;1552;1637;1.054639175;EUR;28.5943304;1.218833336;2.111436952;58.504;0;2023-01-01;2023-04-30
23853226662430129;25-34;male;2528;3060;1.210443038;EUR;15.25751634;1.716470592;0.941176472;58.36;0;2023-01-01;2023-04-30
23853287544350129;25-34;male;5690;7572;1.330849269;EUR;6.164183832;0.694571432;1.386159536;58.344;1;2023-01-01;2023-04-30
23853570899900129;35-44;female;1630;1883;1.155621011;EUR;24.7767227;3.645275328;0.713678848;58.32440522;0;2023-01-01;2023-04-30
23854349407120129;65;male;602;1025;1.703457447;EUR;45.5019516;2.775619048;1.99843872;58.288;1;2023-01-01;2023-04-30
23853226661590129;45-54;male;1587;1632;1.028225806;EUR;28.5546931;1.239395192;2.23529412;58.25157394;0;2023-01-01;2023-04-30
23853269661700129;45-54;female;1052;1052;1;EUR;44.22813688;1.615555552;2.615969584;58.16;1;2023-01-01;2023-04-30
23854603183140129;45-54;male;1741;2391;1.373621324;EUR;19.40715958;1.115538464;2.087654736;58.008;2;2023-01-01;2023-04-30
23853785344220129;25-34;male;1029;1248;1.213063764;EUR;37.17435898;2.071142856;2;57.992;1;2023-01-01;2023-04-30
23853163957550129;35-44;male;2624;2914;1.110365854;EUR;15.91652938;1.260173912;1.317957168;57.968;2;2023-01-01;2023-04-30
23854056043910129;55-64;male;1293;1905;1.473391089;EUR;24.31268948;1.052518432;2.553548928;57.88851365;1;2023-01-01;2023-04-30
23853226142360129;45-54;male;1414;1594;1.126696833;EUR;28.95180723;1.068;2.811244976;57.672;0;2023-01-01;2023-04-30
23853245845170129;45-54;female;1611;1611;1;EUR;28.57994042;1.370476192;2.10526316;57.56;0;2023-01-01;2023-04-30
23853936094220129;25-34;male;2771;2954;1.066108545;EUR;15.58624425;3.5975;0.779853776;57.56;1;2023-01-01;2023-04-30
23853287544360129;25-34;female;4218;5906;1.400227618;EUR;7.793010024;0.927870968;1.300460576;57.528;2;2023-01-01;2023-04-30
23853470597090129;65;female;705;991;1.406356413;EUR;46.4385041;1.278606816;3.486682808;57.53730658;1;2023-01-01;2023-04-30
23853059834560221;25-34;male;2022;2310;1.142009494;EUR;19.90162798;2.128;0.997575336;57.456;1;2023-01-01;2023-04-30
23853260815340129;18-24;female;2026;2122;1.04778831;EUR;21.62382209;1.68729412;1.115718056;57.368;2;2023-01-01;2023-04-30
23853295481680129;35-44;male;1085;1263;1.164454277;EUR;36.3267891;1.399024392;2.431918936;57.36;2;2023-01-01;2023-04-30
23853474073690129;18-24;male;2483;2717;1.094072165;EUR;16.8786808;1.849032256;0.895170792;57.32;2;2023-01-01;2023-04-30
23853226142570129;25-34;male;2586;2952;1.141707921;EUR;15.52303523;1.272888888;1.23577236;57.28;0;2023-01-01;2023-04-30
23853287630040129;55-64;female;781;893;1.143442623;EUR;51.31899642;1.847483872;4.157706096;57.272;0;2023-01-01;2023-04-30
23853856018680129;55-64;female;499;748;1.498397436;EUR;61.12513369;2.041142856;3.1657754;57.152;0;2023-01-01;2023-04-30
23853333085380129;45-54;male;893;1978;2.215053763;EUR;23.11650486;1.4286;2.168284792;57.144;1;2023-01-01;2023-04-30
23853474073690129;18-24;female;2237;2466;1.102288984;EUR;18.5256327;1.968827584;0.856586632;57.096;2;2023-01-01;2023-04-30
23853310479730129;45-54;female;893;1051;1.177419355;EUR;43.40334855;1.839741936;4.01826484;57.032;0;2023-01-01;2023-04-30
23852753349360129;45-54;female;941;1372;1.458333333;EUR;33.25071028;2.47934644;2.145772592;57.02496814;2;2023-01-01;2023-04-30
23853287608650129;35-44;female;2157;2547;1.181008902;EUR;17.90703518;1.46194872;2.185929648;57.016;2;2023-01-01;2023-04-30
23853226662430129;35-44;male;2179;2674;1.227239354;EUR;17.00987138;1.209872344;1.435836072;56.864;1;2023-01-01;2023-04-30
23854026158850129;18-24;male;1869;1975;1.056934932;EUR;23.018226;2.185846152;1.198865936;56.832;2;2023-01-01;2023-04-30
23853134496250129;35-44;male;2211;3001;1.357091172;EUR;15.13623034;1.032290912;1.27965876;56.776;3;2023-01-01;2023-04-30
23853269687400129;55-64;female;832;1176;1.413461538;EUR;38.60136054;1.668941176;2.884353744;56.744;1;2023-01-01;2023-04-30
23853618784750129;18-24;female;1562;2386;1.527663934;EUR;19.02190743;3.7815552;0.617035544;56.72332795;1;2023-01-01;2023-04-30
23854603183140129;35-44;female;1613;2014;1.249007937;EUR;22.51628277;1.718060608;2.128673552;56.696;1;2023-01-01;2023-04-30
23853121893080129;55-64;male;2458;2606;1.060546875;EUR;17.38735421;0.99382456;1.743400856;56.648;1;2023-01-01;2023-04-30
23852846295680125;45-54;female;1162;1361;1.171487603;EUR;33.2896569;1.048624192;2.868900648;56.62570639;1;2023-01-01;2023-04-30
23853303831460129;55-64;female;614;709;1.153645833;EUR;63.9006772;1.286727272;4.514672688;56.616;2;2023-01-01;2023-04-30
23854605769460129;35-44;female;1395;1778;1.274082569;EUR;25.40054006;1.447179488;2.376237624;56.44;2;2023-01-01;2023-04-30
23852441168460784;35-44;male;2189;2906;1.327850877;EUR;15.52461253;2.820045864;0.9909166;56.40091731;1;2023-01-01;2023-04-30
23853226142590129;55-64;male;2278;3201;1.404845506;EUR;14.09047738;0.841432832;2.119470136;56.376;1;2023-01-01;2023-04-30
23853226142540129;45-54;female;896;937;1.045535714;EUR;48.00683177;1.249244448;4.099060632;56.216;1;2023-01-01;2023-04-30
23853245902360129;35-44;male;4442;4826;1.086635447;EUR;9.314105752;0.739368424;1.617768936;56.192;1;2023-01-01;2023-04-30
23853226662110129;45-54;male;2413;2582;1.070291777;EUR;17.33108465;0.810793352;1.858736056;55.94474126;1;2023-01-01;2023-04-30
23853104199670129;25-34;female;2442;2773;1.135648755;EUR;16.10617426;1.268727272;1.246393536;55.824;2;2023-01-01;2023-04-30
23853104199670129;35-44;female;2214;2365;1.067919075;EUR;18.86603518;1.42994872;1.515561568;55.768;2;2023-01-01;2023-04-30
23854339243060129;25-34;male;1766;1914;1.083333333;EUR;23.24749164;1.50291892;1.538461536;55.608;0;2023-01-01;2023-04-30
